baseline_level,merchant,provider,payment_method,country,weekday,hour,attempts,approvals,declines,approval_rate,average_amount,is_reliable
L1_FULL,Merchant_A,dLocal,wallet,BR,0,16,51,43,8,0.8431,285.06,True
L1_FULL,Merchant_A,dLocal,wallet,BR,0,17,50,46,4,0.92,295.81,True
L1_FULL,Merchant_A,dLocal,wallet,BR,0,18,47,43,4,0.9149,263.79,True
L1_FULL,Merchant_A,dLocal,wallet,BR,0,19,26,22,4,0.8462,309.76,False
L1_FULL,Merchant_A,dLocal,wallet,BR,0,20,27,25,2,0.9259,268.59,False
L1_FULL,Merchant_A,dLocal,wallet,BR,0,21,14,13,1,0.9286,331.98,False
L1_FULL,Merchant_A,dLocal,wallet,BR,0,22,8,8,0,1.0,246.32,False
L1_FULL,Merchant_A,dLocal,wallet,BR,0,23,6,6,0,1.0,340.34,False
L1_FULL,Merchant_A,dLocal,wallet,BR,1,0,8,6,2,0.75,272.82,False
L1_FULL,Merchant_A,dLocal,wallet,BR,1,1,7,5,2,0.7143,222.46,False
L1_FULL,Merchant_A,dLocal,wallet,BR,1,2,2,2,0,1.0,327.34,False
L1_FULL,Merchant_A,dLocal,wallet,BR,1,3,2,2,0,1.0,265.96,False
L1_FULL,Merchant_A,dLocal,wallet,BR,1,4,3,2,1,0.6667,330.69,False
L1_FULL,Merchant_A,dLocal,wallet,BR,1,5,6,6,0,1.0,298.95,False
L1_FULL,Merchant_A,dLocal,wallet,BR,1,6,11,9,2,0.8182,300.14,False
L1_FULL,Merchant_A,dLocal,wallet,BR,1,7,23,22,1,0.9565,251.57,False
L1_FULL,Merchant_A,dLocal,wallet,BR,1,8,47,42,5,0.8936,265.01,True
L1_FULL,Merchant_A,dLocal,wallet,BR,1,9,61,57,4,0.9344,287.58,True
L1_FULL,Merchant_A,dLocal,wallet,BR,1,10,80,67,13,0.8375,288.95,True
L1_FULL,Merchant_A,dLocal,wallet,BR,1,11,82,79,3,0.9634,271.36,True
L1_FULL,Merchant_A,dLocal,wallet,BR,1,12,58,52,6,0.8966,290.14,True
L1_FULL,Merchant_A,dLocal,wallet,BR,1,13,75,68,7,0.9067,304.88,True
L1_FULL,Merchant_A,dLocal,wallet,BR,1,14,67,58,9,0.8657,270.09,True
L1_FULL,Merchant_A,dLocal,wallet,BR,1,15,58,54,4,0.931,279.98,True
L1_FULL,Merchant_A,dLocal,wallet,BR,1,16,53,50,3,0.9434,323.5,True
L1_FULL,Merchant_A,dLocal,wallet,BR,1,17,69,62,7,0.8986,284.57,True
L1_FULL,Merchant_A,dLocal,wallet,BR,1,18,47,43,4,0.9149,285.16,True
L1_FULL,Merchant_A,dLocal,wallet,BR,1,19,32,29,3,0.9062,252.45,True
L1_FULL,Merchant_A,dLocal,wallet,BR,1,20,28,23,5,0.8214,286.56,False
L1_FULL,Merchant_A,dLocal,wallet,BR,1,21,16,13,3,0.8125,324.66,False
L1_FULL,Merchant_A,dLocal,wallet,BR,1,22,11,10,1,0.9091,238.47,False
L1_FULL,Merchant_A,dLocal,wallet,BR,1,23,5,4,1,0.8,261.3,False
L1_FULL,Merchant_A,dLocal,wallet,BR,2,0,5,4,1,0.8,159.31,False
L1_FULL,Merchant_A,dLocal,wallet,BR,2,1,9,8,1,0.8889,336.77,False
L1_FULL,Merchant_A,dLocal,wallet,BR,2,2,6,5,1,0.8333,212.04,False
L1_FULL,Merchant_A,dLocal,wallet,BR,2,3,1,1,0,1.0,134.67,False
L1_FULL,Merchant_A,dLocal,wallet,BR,2,4,3,3,0,1.0,184.14,False
L1_FULL,Merchant_A,dLocal,wallet,BR,2,5,5,5,0,1.0,188.83,False
L1_FULL,Merchant_A,dLocal,wallet,BR,2,6,13,13,0,1.0,265.09,False
L1_FULL,Merchant_A,dLocal,wallet,BR,2,7,20,19,1,0.95,253.53,False
L1_FULL,Merchant_A,dLocal,wallet,BR,2,8,44,43,1,0.9773,234.92,True
L1_FULL,Merchant_A,dLocal,wallet,BR,2,9,61,55,6,0.9016,269.09,True
L1_FULL,Merchant_A,dLocal,wallet,BR,2,10,78,76,2,0.9744,277.56,True
L1_FULL,Merchant_A,dLocal,wallet,BR,2,11,62,56,6,0.9032,256.44,True
L1_FULL,Merchant_A,dLocal,wallet,BR,2,12,52,48,4,0.9231,270.8,True
L1_FULL,Merchant_A,dLocal,wallet,BR,2,13,68,57,11,0.8382,282.54,True
L1_FULL,Merchant_A,dLocal,wallet,BR,2,14,61,58,3,0.9508,299.1,True
L1_FULL,Merchant_A,dLocal,wallet,BR,2,15,64,55,9,0.8594,299.54,True
L1_FULL,Merchant_A,dLocal,wallet,BR,2,16,50,45,5,0.9,309.37,True
L1_FULL,Merchant_A,dLocal,wallet,BR,2,17,58,50,8,0.8621,270.11,True
L1_FULL,Merchant_A,dLocal,wallet,BR,2,18,53,49,4,0.9245,323.81,True
L1_FULL,Merchant_A,dLocal,wallet,BR,2,19,44,39,5,0.8864,293.29,True
L1_FULL,Merchant_A,dLocal,wallet,BR,2,20,15,15,0,1.0,299.72,False
L1_FULL,Merchant_A,dLocal,wallet,BR,2,21,9,8,1,0.8889,237.95,False
L1_FULL,Merchant_A,dLocal,wallet,BR,2,22,5,5,0,1.0,242.43,False
L1_FULL,Merchant_A,dLocal,wallet,BR,2,23,8,8,0,1.0,281.04,False
L1_FULL,Merchant_A,dLocal,wallet,BR,3,0,8,7,1,0.875,214.17,False
L1_FULL,Merchant_A,dLocal,wallet,BR,3,1,6,6,0,1.0,214.01,False
L1_FULL,Merchant_A,dLocal,wallet,BR,3,2,3,3,0,1.0,392.43,False
L1_FULL,Merchant_A,dLocal,wallet,BR,3,3,5,4,1,0.8,319.86,False
L1_FULL,Merchant_A,dLocal,wallet,BR,3,4,4,4,0,1.0,430.91,False
L1_FULL,Merchant_A,dLocal,wallet,BR,3,5,8,7,1,0.875,350.72,False
L1_FULL,Merchant_A,dLocal,wallet,BR,3,6,19,16,3,0.8421,284.65,False
L1_FULL,Merchant_A,dLocal,wallet,BR,3,7,25,23,2,0.92,291.11,False
L1_FULL,Merchant_A,dLocal,wallet,BR,3,8,46,43,3,0.9348,292.73,True
L1_FULL,Merchant_A,dLocal,wallet,BR,3,9,55,52,3,0.9455,297.5,True
L1_FULL,Merchant_A,dLocal,wallet,BR,3,10,58,53,5,0.9138,311.23,True
L1_FULL,Merchant_A,dLocal,wallet,BR,3,11,60,58,2,0.9667,316.35,True
L1_FULL,Merchant_A,dLocal,wallet,BR,3,12,80,73,7,0.9125,299.99,True
L1_FULL,Merchant_A,dLocal,wallet,BR,3,13,65,59,6,0.9077,284.22,True
L1_FULL,Merchant_A,dLocal,wallet,BR,3,14,69,62,7,0.8986,292.26,True
L1_FULL,Merchant_A,dLocal,wallet,BR,3,15,58,56,2,0.9655,271.61,True
L1_FULL,Merchant_A,dLocal,wallet,BR,3,16,64,56,8,0.875,286.52,True
L1_FULL,Merchant_A,dLocal,wallet,BR,3,17,50,46,4,0.92,270.9,True
L1_FULL,Merchant_A,dLocal,wallet,BR,3,18,48,45,3,0.9375,260.44,True
L1_FULL,Merchant_A,dLocal,wallet,BR,3,19,32,30,2,0.9375,326.81,True
L1_FULL,Merchant_A,dLocal,wallet,BR,3,20,16,15,1,0.9375,291.03,False
L1_FULL,Merchant_A,dLocal,wallet,BR,3,21,21,20,1,0.9524,264.47,False
L1_FULL,Merchant_A,dLocal,wallet,BR,3,22,9,9,0,1.0,292.5,False
L1_FULL,Merchant_A,dLocal,wallet,BR,3,23,6,6,0,1.0,271.74,False
L1_FULL,Merchant_A,dLocal,wallet,BR,4,0,11,11,0,1.0,253.81,False
L1_FULL,Merchant_A,dLocal,wallet,BR,4,1,7,7,0,1.0,284.93,False
L1_FULL,Merchant_A,dLocal,wallet,BR,4,2,4,3,1,0.75,360.38,False
L1_FULL,Merchant_A,dLocal,wallet,BR,4,3,3,2,1,0.6667,460.78,False
L1_FULL,Merchant_A,dLocal,wallet,BR,4,4,3,2,1,0.6667,225.79,False
L1_FULL,Merchant_A,dLocal,wallet,BR,4,5,4,4,0,1.0,320.06,False
L1_FULL,Merchant_A,dLocal,wallet,BR,4,6,14,12,2,0.8571,256.35,False
L1_FULL,Merchant_A,dLocal,wallet,BR,4,7,20,18,2,0.9,231.58,False
L1_FULL,Merchant_A,dLocal,wallet,BR,4,8,46,43,3,0.9348,270.96,True
L1_FULL,Merchant_A,dLocal,wallet,BR,4,9,59,56,3,0.9492,267.31,True
L1_FULL,Merchant_A,dLocal,wallet,BR,4,10,55,53,2,0.9636,251.73,True
L1_FULL,Merchant_A,dLocal,wallet,BR,4,11,84,81,3,0.9643,276.45,True
L1_FULL,Merchant_A,dLocal,wallet,BR,4,12,73,63,10,0.863,244.44,True
L1_FULL,Merchant_A,dLocal,wallet,BR,4,13,77,72,5,0.9351,286.54,True
L1_FULL,Merchant_A,dLocal,wallet,BR,4,14,71,62,9,0.8732,299.63,True
L1_FULL,Merchant_A,dLocal,wallet,BR,4,15,61,55,6,0.9016,279.93,True
L1_FULL,Merchant_A,dLocal,wallet,BR,4,16,54,52,2,0.963,271.29,True
L1_FULL,Merchant_A,dLocal,wallet,BR,4,17,57,53,4,0.9298,293.65,True
L1_FULL,Merchant_A,dLocal,wallet,BR,4,18,44,40,4,0.9091,282.72,True
L1_FULL,Merchant_A,dLocal,wallet,BR,4,19,46,45,1,0.9783,312.92,True
L1_FULL,Merchant_A,dLocal,wallet,BR,4,20,33,31,2,0.9394,275.47,True
L1_FULL,Merchant_A,dLocal,wallet,BR,4,21,18,17,1,0.9444,261.05,False
L1_FULL,Merchant_A,dLocal,wallet,BR,4,22,4,3,1,0.75,473.52,False
L1_FULL,Merchant_A,dLocal,wallet,BR,4,23,9,9,0,1.0,271.12,False
L1_FULL,Merchant_A,dLocal,wallet,BR,5,0,10,9,1,0.9,229.4,False
L1_FULL,Merchant_A,dLocal,wallet,BR,5,1,1,1,0,1.0,379.96,False
L1_FULL,Merchant_A,dLocal,wallet,BR,5,2,1,1,0,1.0,190.97,False
L1_FULL,Merchant_A,dLocal,wallet,BR,5,4,1,1,0,1.0,483.04,False
L1_FULL,Merchant_A,dLocal,wallet,BR,5,5,7,7,0,1.0,307.05,False
L1_FULL,Merchant_A,dLocal,wallet,BR,5,6,14,13,1,0.9286,289.58,False
L1_FULL,Merchant_A,dLocal,wallet,BR,5,7,21,17,4,0.8095,291.16,False
L1_FULL,Merchant_A,dLocal,wallet,BR,5,8,45,38,7,0.8444,306.98,True
L1_FULL,Merchant_A,dLocal,wallet,BR,5,9,54,52,2,0.963,281.55,True
L1_FULL,Merchant_A,dLocal,wallet,BR,5,10,113,104,9,0.9204,279.8,True
L1_FULL,Merchant_A,dLocal,wallet,BR,5,11,54,52,2,0.963,300.48,True
L1_FULL,Merchant_A,dLocal,wallet,BR,5,12,68,60,8,0.8824,285.87,True
L1_FULL,Merchant_A,dLocal,wallet,BR,5,13,71,64,7,0.9014,306.21,True
L1_FULL,Merchant_A,dLocal,wallet,BR,5,14,55,54,1,0.9818,246.52,True
L1_FULL,Merchant_A,dLocal,wallet,BR,5,15,60,54,6,0.9,280.11,True
L1_FULL,Merchant_A,dLocal,wallet,BR,5,16,45,43,2,0.9556,282.33,True
L1_FULL,Merchant_A,dLocal,wallet,BR,5,17,47,41,6,0.8723,325.46,True
L1_FULL,Merchant_A,dLocal,wallet,BR,5,18,49,49,0,1.0,286.71,True
L1_FULL,Merchant_A,dLocal,wallet,BR,5,19,39,34,5,0.8718,291.3,True
L1_FULL,Merchant_A,dLocal,wallet,BR,5,20,17,17,0,1.0,275.93,False
L1_FULL,Merchant_A,dLocal,wallet,BR,5,21,17,14,3,0.8235,322.18,False
L1_FULL,Merchant_A,dLocal,wallet,BR,5,22,8,8,0,1.0,257.09,False
L1_FULL,Merchant_A,dLocal,wallet,BR,5,23,4,4,0,1.0,353.7,False
L1_FULL,Merchant_A,dLocal,wallet,BR,6,0,8,7,1,0.875,348.27,False
L1_FULL,Merchant_A,dLocal,wallet,BR,6,1,6,5,1,0.8333,277.38,False
L1_FULL,Merchant_A,dLocal,wallet,BR,6,2,3,3,0,1.0,290.65,False
L1_FULL,Merchant_A,dLocal,wallet,BR,6,3,1,1,0,1.0,665.25,False
L1_FULL,Merchant_A,dLocal,wallet,BR,6,4,3,3,0,1.0,263.83,False
L1_FULL,Merchant_A,dLocal,wallet,BR,6,5,5,5,0,1.0,364.51,False
L1_FULL,Merchant_A,dLocal,wallet,BR,6,6,12,11,1,0.9167,354.84,False
L1_FULL,Merchant_A,dLocal,wallet,BR,6,7,30,26,4,0.8667,272.68,True
L1_FULL,Merchant_A,dLocal,wallet,BR,6,8,35,33,2,0.9429,268.57,True
L1_FULL,Merchant_A,dLocal,wallet,BR,6,9,50,43,7,0.86,270.35,True
L1_FULL,Merchant_A,dLocal,wallet,BR,6,10,54,46,8,0.8519,250.7,True
L1_FULL,Merchant_A,dLocal,wallet,BR,6,11,55,51,4,0.9273,274.64,True
L1_FULL,Merchant_A,dLocal,wallet,BR,6,12,63,59,4,0.9365,290.16,True
L1_FULL,Merchant_A,dLocal,wallet,BR,6,13,62,61,1,0.9839,231.53,True
L1_FULL,Merchant_A,dLocal,wallet,BR,6,14,64,62,2,0.9688,282.38,True
L1_FULL,Merchant_A,dLocal,wallet,BR,6,15,61,59,2,0.9672,258.08,True
L1_FULL,Merchant_A,dLocal,wallet,BR,6,16,43,36,7,0.8372,275.44,True
L1_FULL,Merchant_A,dLocal,wallet,BR,6,17,46,40,6,0.8696,305.37,True
L1_FULL,Merchant_A,dLocal,wallet,BR,6,18,42,38,4,0.9048,338.2,True
L1_FULL,Merchant_A,dLocal,wallet,BR,6,19,35,35,0,1.0,292.87,True
L1_FULL,Merchant_A,dLocal,wallet,BR,6,20,26,25,1,0.9615,298.53,False
L1_FULL,Merchant_A,dLocal,wallet,BR,6,21,20,18,2,0.9,267.52,False
L1_FULL,Merchant_A,dLocal,wallet,BR,6,22,10,9,1,0.9,276.22,False
L1_FULL,Merchant_A,dLocal,wallet,BR,6,23,7,7,0,1.0,302.69,False
L1_FULL,Merchant_A,dLocal,wallet,CO,0,0,5,4,1,0.8,120450.14,False
L1_FULL,Merchant_A,dLocal,wallet,CO,0,1,2,2,0,1.0,110413.63,False
L1_FULL,Merchant_A,dLocal,wallet,CO,0,2,2,2,0,1.0,136865.38,False
L1_FULL,Merchant_A,dLocal,wallet,CO,0,3,2,2,0,1.0,99668.98,False
L1_FULL,Merchant_A,dLocal,wallet,CO,0,4,7,7,0,1.0,116254.51,False
L1_FULL,Merchant_A,dLocal,wallet,CO,0,5,5,5,0,1.0,110208.31,False
L1_FULL,Merchant_A,dLocal,wallet,CO,0,6,14,13,1,0.9286,129287.16,False
L1_FULL,Merchant_A,dLocal,wallet,CO,0,7,33,31,2,0.9394,100316.24,True
L1_FULL,Merchant_A,dLocal,wallet,CO,0,8,35,32,3,0.9143,147463.36,True
L1_FULL,Merchant_A,dLocal,wallet,CO,0,9,43,43,0,1.0,114485.75,True
L1_FULL,Merchant_A,dLocal,wallet,CO,0,10,50,49,1,0.98,132247.81,True
L1_FULL,Merchant_A,dLocal,wallet,CO,0,11,54,52,2,0.963,128704.63,True
L1_FULL,Merchant_A,dLocal,wallet,CO,0,12,69,65,4,0.942,129961.73,True
L1_FULL,Merchant_A,dLocal,wallet,CO,0,13,58,53,5,0.9138,137883.97,True
L1_FULL,Merchant_A,dLocal,wallet,CO,0,14,58,53,5,0.9138,128477.95,True
L1_FULL,Merchant_A,dLocal,wallet,CO,0,15,54,51,3,0.9444,106357.0,True
L1_FULL,Merchant_A,dLocal,wallet,CO,0,16,54,49,5,0.9074,121197.21,True
L1_FULL,Merchant_A,dLocal,wallet,CO,0,17,48,41,7,0.8542,126403.78,True
L1_FULL,Merchant_A,dLocal,wallet,CO,0,18,39,35,4,0.8974,105357.59,True
L1_FULL,Merchant_A,dLocal,wallet,CO,0,19,39,38,1,0.9744,127683.37,True
L1_FULL,Merchant_A,dLocal,wallet,CO,0,20,20,18,2,0.9,97195.01,False
L1_FULL,Merchant_A,dLocal,wallet,CO,0,21,22,20,2,0.9091,123038.6,False
L1_FULL,Merchant_A,dLocal,wallet,CO,0,22,9,7,2,0.7778,130050.48,False
L1_FULL,Merchant_A,dLocal,wallet,CO,0,23,8,8,0,1.0,128634.93,False
L1_FULL,Merchant_A,dLocal,wallet,CO,1,0,6,4,2,0.6667,90062.11,False
L1_FULL,Merchant_A,dLocal,wallet,CO,1,1,3,3,0,1.0,79916.96,False
L1_FULL,Merchant_A,dLocal,wallet,CO,1,2,2,2,0,1.0,136349.64,False
L1_FULL,Merchant_A,dLocal,wallet,CO,1,3,1,1,0,1.0,220800.17,False
L1_FULL,Merchant_A,dLocal,wallet,CO,1,4,2,2,0,1.0,38654.31,False
L1_FULL,Merchant_A,dLocal,wallet,CO,1,5,2,2,0,1.0,57523.4,False
L1_FULL,Merchant_A,dLocal,wallet,CO,1,6,11,10,1,0.9091,115466.76,False
L1_FULL,Merchant_A,dLocal,wallet,CO,1,7,24,24,0,1.0,113573.72,False
L1_FULL,Merchant_A,dLocal,wallet,CO,1,8,33,32,1,0.9697,123799.18,True
L1_FULL,Merchant_A,dLocal,wallet,CO,1,9,48,46,2,0.9583,130788.56,True
L1_FULL,Merchant_A,dLocal,wallet,CO,1,10,78,68,10,0.8718,129795.53,True
L1_FULL,Merchant_A,dLocal,wallet,CO,1,11,68,66,2,0.9706,125087.08,True
L1_FULL,Merchant_A,dLocal,wallet,CO,1,12,76,67,9,0.8816,127360.48,True
L1_FULL,Merchant_A,dLocal,wallet,CO,1,13,79,74,5,0.9367,120712.47,True
L1_FULL,Merchant_A,dLocal,wallet,CO,1,14,69,66,3,0.9565,123672.28,True
L1_FULL,Merchant_A,dLocal,wallet,CO,1,15,58,55,3,0.9483,131426.38,True
L1_FULL,Merchant_A,dLocal,wallet,CO,1,16,52,46,6,0.8846,130268.62,True
L1_FULL,Merchant_A,dLocal,wallet,CO,1,17,57,54,3,0.9474,105708.31,True
L1_FULL,Merchant_A,dLocal,wallet,CO,1,18,51,49,2,0.9608,135804.7,True
L1_FULL,Merchant_A,dLocal,wallet,CO,1,19,41,38,3,0.9268,135814.9,True
L1_FULL,Merchant_A,dLocal,wallet,CO,1,20,27,24,3,0.8889,127882.87,False
L1_FULL,Merchant_A,dLocal,wallet,CO,1,21,15,14,1,0.9333,111112.86,False
L1_FULL,Merchant_A,dLocal,wallet,CO,1,22,7,6,1,0.8571,123127.8,False
L1_FULL,Merchant_A,dLocal,wallet,CO,1,23,6,6,0,1.0,119030.03,False
L1_FULL,Merchant_A,dLocal,wallet,CO,2,0,5,5,0,1.0,107937.79,False
L1_FULL,Merchant_A,dLocal,wallet,CO,2,1,3,3,0,1.0,80524.13,False
L1_FULL,Merchant_A,dLocal,wallet,CO,2,2,3,3,0,1.0,151240.17,False
L1_FULL,Merchant_A,dLocal,wallet,CO,2,3,1,1,0,1.0,86004.92,False
L1_FULL,Merchant_A,dLocal,wallet,CO,2,4,3,2,1,0.6667,139947.61,False
L1_FULL,Merchant_A,dLocal,wallet,CO,2,5,5,5,0,1.0,121179.52,False
L1_FULL,Merchant_A,dLocal,wallet,CO,2,6,15,15,0,1.0,103724.88,False
L1_FULL,Merchant_A,dLocal,wallet,CO,2,7,24,23,1,0.9583,119424.43,False
L1_FULL,Merchant_A,dLocal,wallet,CO,2,8,37,33,4,0.8919,132294.96,True
L1_FULL,Merchant_A,dLocal,wallet,CO,2,9,48,46,2,0.9583,114617.21,True
L1_FULL,Merchant_A,dLocal,wallet,CO,2,10,60,53,7,0.8833,128014.26,True
L1_FULL,Merchant_A,dLocal,wallet,CO,2,11,71,64,7,0.9014,125066.94,True
L1_FULL,Merchant_A,dLocal,wallet,CO,2,12,74,65,9,0.8784,108917.89,True
L1_FULL,Merchant_A,dLocal,wallet,CO,2,13,60,58,2,0.9667,122115.84,True
L1_FULL,Merchant_A,dLocal,wallet,CO,2,14,69,62,7,0.8986,125736.94,True
L1_FULL,Merchant_A,dLocal,wallet,CO,2,15,50,48,2,0.96,126845.61,True
L1_FULL,Merchant_A,dLocal,wallet,CO,2,16,47,42,5,0.8936,117142.59,True
L1_FULL,Merchant_A,dLocal,wallet,CO,2,17,71,65,6,0.9155,122450.99,True
L1_FULL,Merchant_A,dLocal,wallet,CO,2,18,57,50,7,0.8772,117542.45,True
L1_FULL,Merchant_A,dLocal,wallet,CO,2,19,31,30,1,0.9677,137955.12,True
L1_FULL,Merchant_A,dLocal,wallet,CO,2,20,29,29,0,1.0,139938.69,False
L1_FULL,Merchant_A,dLocal,wallet,CO,2,21,10,9,1,0.9,128906.18,False
L1_FULL,Merchant_A,dLocal,wallet,CO,2,22,8,6,2,0.75,134001.37,False
L1_FULL,Merchant_A,dLocal,wallet,CO,2,23,9,9,0,1.0,127274.65,False
L1_FULL,Merchant_A,dLocal,wallet,CO,3,0,13,11,2,0.8462,93792.36,False
L1_FULL,Merchant_A,dLocal,wallet,CO,3,1,3,3,0,1.0,126176.25,False
L1_FULL,Merchant_A,dLocal,wallet,CO,3,2,3,3,0,1.0,128134.87,False
L1_FULL,Merchant_A,dLocal,wallet,CO,3,4,1,1,0,1.0,128887.05,False
L1_FULL,Merchant_A,dLocal,wallet,CO,3,5,5,5,0,1.0,85631.0,False
L1_FULL,Merchant_A,dLocal,wallet,CO,3,6,9,9,0,1.0,112573.58,False
L1_FULL,Merchant_A,dLocal,wallet,CO,3,7,30,29,1,0.9667,114154.04,True
L1_FULL,Merchant_A,dLocal,wallet,CO,3,8,42,41,1,0.9762,119731.26,True
L1_FULL,Merchant_A,dLocal,wallet,CO,3,9,69,64,5,0.9275,117899.14,True
L1_FULL,Merchant_A,dLocal,wallet,CO,3,10,57,53,4,0.9298,114586.03,True
L1_FULL,Merchant_A,dLocal,wallet,CO,3,11,65,61,4,0.9385,123894.36,True
L1_FULL,Merchant_A,dLocal,wallet,CO,3,12,73,67,6,0.9178,118027.13,True
L1_FULL,Merchant_A,dLocal,wallet,CO,3,13,67,61,6,0.9104,123548.11,True
L1_FULL,Merchant_A,dLocal,wallet,CO,3,14,71,66,5,0.9296,133794.82,True
L1_FULL,Merchant_A,dLocal,wallet,CO,3,15,60,55,5,0.9167,120055.89,True
L1_FULL,Merchant_A,dLocal,wallet,CO,3,16,56,51,5,0.9107,122766.59,True
L1_FULL,Merchant_A,dLocal,wallet,CO,3,17,68,65,3,0.9559,130344.9,True
L1_FULL,Merchant_A,dLocal,wallet,CO,3,18,42,37,5,0.881,120379.59,True
L1_FULL,Merchant_A,dLocal,wallet,CO,3,19,41,35,6,0.8537,134572.91,True
L1_FULL,Merchant_A,dLocal,wallet,CO,3,20,30,29,1,0.9667,121360.2,True
L1_FULL,Merchant_A,dLocal,wallet,CO,3,21,10,10,0,1.0,101231.77,False
L1_FULL,Merchant_A,dLocal,wallet,CO,3,22,13,12,1,0.9231,158988.47,False
L1_FULL,Merchant_A,dLocal,wallet,CO,3,23,4,4,0,1.0,127960.9,False
L1_FULL,Merchant_A,dLocal,wallet,CO,4,0,12,10,2,0.8333,148534.6,False
L1_FULL,Merchant_A,dLocal,wallet,CO,4,1,8,8,0,1.0,143346.79,False
L1_FULL,Merchant_A,dLocal,wallet,CO,4,2,1,1,0,1.0,101321.19,False
L1_FULL,Merchant_A,dLocal,wallet,CO,4,3,2,2,0,1.0,136959.51,False
L1_FULL,Merchant_A,dLocal,wallet,CO,4,4,1,1,0,1.0,108745.04,False
L1_FULL,Merchant_A,dLocal,wallet,CO,4,5,6,6,0,1.0,95534.89,False
L1_FULL,Merchant_A,dLocal,wallet,CO,4,6,14,14,0,1.0,104884.56,False
L1_FULL,Merchant_A,dLocal,wallet,CO,4,7,41,37,4,0.9024,116856.65,True
L1_FULL,Merchant_A,dLocal,wallet,CO,4,8,40,39,1,0.975,127297.3,True
L1_FULL,Merchant_A,dLocal,wallet,CO,4,9,44,40,4,0.9091,118846.68,True
L1_FULL,Merchant_A,dLocal,wallet,CO,4,10,78,74,4,0.9487,117835.49,True
L1_FULL,Merchant_A,dLocal,wallet,CO,4,11,80,74,6,0.925,120557.29,True
L1_FULL,Merchant_A,dLocal,wallet,CO,4,12,92,88,4,0.9565,115727.7,True
L1_FULL,Merchant_A,dLocal,wallet,CO,4,13,61,58,3,0.9508,106989.3,True
L1_FULL,Merchant_A,dLocal,wallet,CO,4,14,60,58,2,0.9667,127058.34,True
L1_FULL,Merchant_A,dLocal,wallet,CO,4,15,68,65,3,0.9559,113009.25,True
L1_FULL,Merchant_A,dLocal,wallet,CO,4,16,61,57,4,0.9344,141321.41,True
L1_FULL,Merchant_A,dLocal,wallet,CO,4,17,50,44,6,0.88,121125.3,True
L1_FULL,Merchant_A,dLocal,wallet,CO,4,18,44,43,1,0.9773,122726.21,True
L1_FULL,Merchant_A,dLocal,wallet,CO,4,19,45,42,3,0.9333,122972.54,True
L1_FULL,Merchant_A,dLocal,wallet,CO,4,20,30,30,0,1.0,131219.26,True
L1_FULL,Merchant_A,dLocal,wallet,CO,4,21,15,13,2,0.8667,106513.64,False
L1_FULL,Merchant_A,dLocal,wallet,CO,4,22,9,7,2,0.7778,105287.58,False
L1_FULL,Merchant_A,dLocal,wallet,CO,4,23,7,7,0,1.0,126760.6,False
L1_FULL,Merchant_A,dLocal,wallet,CO,5,0,5,4,1,0.8,76494.32,False
L1_FULL,Merchant_A,dLocal,wallet,CO,5,1,6,6,0,1.0,161428.1,False
L1_FULL,Merchant_A,dLocal,wallet,CO,5,2,3,2,1,0.6667,138803.51,False
L1_FULL,Merchant_A,dLocal,wallet,CO,5,3,1,1,0,1.0,38461.57,False
L1_FULL,Merchant_A,dLocal,wallet,CO,5,4,4,3,1,0.75,152121.93,False
L1_FULL,Merchant_A,dLocal,wallet,CO,5,5,3,3,0,1.0,127824.49,False
L1_FULL,Merchant_A,dLocal,wallet,CO,5,6,6,6,0,1.0,103446.39,False
L1_FULL,Merchant_A,dLocal,wallet,CO,5,7,35,29,6,0.8286,118386.53,True
L1_FULL,Merchant_A,dLocal,wallet,CO,5,8,42,38,4,0.9048,109044.36,True
L1_FULL,Merchant_A,dLocal,wallet,CO,5,9,50,45,5,0.9,134945.64,True
L1_FULL,Merchant_A,dLocal,wallet,CO,5,10,157,145,12,0.9236,117255.99,True
L1_FULL,Merchant_A,dLocal,wallet,CO,5,11,67,60,7,0.8955,123421.76,True
L1_FULL,Merchant_A,dLocal,wallet,CO,5,12,62,56,6,0.9032,125460.42,True
L1_FULL,Merchant_A,dLocal,wallet,CO,5,13,64,59,5,0.9219,117485.03,True
L1_FULL,Merchant_A,dLocal,wallet,CO,5,14,58,56,2,0.9655,119968.69,True
L1_FULL,Merchant_A,dLocal,wallet,CO,5,15,59,53,6,0.8983,120416.9,True
L1_FULL,Merchant_A,dLocal,wallet,CO,5,16,50,49,1,0.98,119090.48,True
L1_FULL,Merchant_A,dLocal,wallet,CO,5,17,50,46,4,0.92,124081.31,True
L1_FULL,Merchant_A,dLocal,wallet,CO,5,18,39,38,1,0.9744,113587.02,True
L1_FULL,Merchant_A,dLocal,wallet,CO,5,19,43,39,4,0.907,130266.2,True
L1_FULL,Merchant_A,dLocal,wallet,CO,5,20,25,23,2,0.92,119843.11,False
L1_FULL,Merchant_A,dLocal,wallet,CO,5,21,16,15,1,0.9375,126675.15,False
L1_FULL,Merchant_A,dLocal,wallet,CO,5,22,11,11,0,1.0,108792.26,False
L1_FULL,Merchant_A,dLocal,wallet,CO,5,23,9,9,0,1.0,117228.68,False
L1_FULL,Merchant_A,dLocal,wallet,CO,6,0,5,5,0,1.0,168134.71,False
L1_FULL,Merchant_A,dLocal,wallet,CO,6,1,5,5,0,1.0,134012.48,False
